fire_id,mean.spruce,mean.pine,mean.decid,mean.height,mean.age,mean.pine_rel,mean.spruce_rel,mean.decid_rel,burned
2016_11,23.308090209960937,158.3622283935547,0,16.9786434173584,92.7277603149414,85.343963623046875,12.643248558044434,1.2401845455169678,TRUE
2016_11,57.60595703125,111.57633209228516,0,16.3614444732666,81.9034652709961,65.09779357910156,30.7928409576416,2.9541289806365967,TRUE
2016_11,40.79256057739258,120.43225860595703,0,16.776412963867188,91.077911376953125,73.21660614013672,22.877370834350586,2.098217487335205,TRUE
2016_10,23.464174270629883,55.987369537353516,0,9.681876182556152,62.387535095214844,61.85470962524414,23.893869400024414,41.75339889526367,TRUE
2016_10,17.65561866760254,48.741756439208984,0,8.13857364654541,50.19691848754883,71.33928680419922,17.46469497680664,65.9108657836914,TRUE
2016_09,9.145957946777344,3.647860288619995,0,4.798614025115967,46.7216911315918,23.534547805786133,33.920108795166016,315.3805236816406,TRUE
2016_09,9.81785774230957,17.18890953063965,0,6.254305839538574,59.398590087890625,38.555999755859375,28.503463745117188,139.76858520507812,TRUE
2016_09,5.544089317321777,5.949914932250977,0,3.962063789367676,48.80137252807617,33.33564376831055,32.2209587097168,224.52880859375,TRUE
2016_09,13.395679473876953,25.875404357910156,0,6.853504657745361,54.66898727416992,43.20065689086914,26.40664291381836,102.14677429199219,TRUE
2016_09,14.666666984558105,41.66666793823242,0,11.333333015441895,83,64.28571319580078,23.761903762817383,20.739606857299805,TRUE
2016_09,12.364279747009277,20.66440773010254,0,6.668356895446777,55.0719108581543,37.48426055908203,32.475128173828125,149.5172119140625,TRUE
2016_09,4.486971855163574,2.395624876022339,0,4,48.354061126708984,21.790185928344727,39.67629623413086,385.865234375,TRUE
2016_09,13.404097557067871,36.73887252807617,0,9.105584144592285,74.971588134765625,50.782005310058594,25.398942947387695,65.67124938964844,TRUE
2016_09,5.7172532081604,1,0,4,65.282745361328125,10.353433609008789,58.58626937866211,323.8567810058594,TRUE
2016_09,2.551703453063965,3.6551103591918945,0,3.551703453063965,46.58637237548828,32.949790954589844,23.754732131958008,429.97723388671875,TRUE
2016_09,5.562572002410889,1.3626103401184082,0,3.742090940475464,55.280418395996094,6.91374397277832,44.74898147583008,694.8739013671875,TRUE
2016_09,0,0,0,0,0,0,0,0,TRUE
2016_09,27.39672088623047,1.975868821144104,0,4.951737403869629,38.78281784057617,5.245767593383789,70.78631591796875,72.22242736816406,TRUE
2016_09,0,0,0,0,0,0,0,0,TRUE
2016_09,21.766633987426758,10.6592378616333,0,6.977235794067383,67.64225769042969,25.464757919311523,35.10811233520508,198.8596954345703,TRUE
2016_09,29.769140243530273,30.687597274780273,0,9.429594993591309,61.2896842956543,34.62722396850586,35.57676315307617,57.204917907714844,TRUE
2016_08,10.48515510559082,15.707550048828125,0,5.151562213897705,34.303123474121094,33.75041580200195,24.20553970336914,289.9995422363281,TRUE
2016_08,8.070652961730957,6.116113185882568,0,5.107447147369385,57.09353256225586,21.410860061645508,29.60259437561035,230.6249542236328,TRUE
2016_08,3,1,0,4,57,12.5,37.5,625,TRUE
2016_08,0,0,0,0,0,0,0,0,TRUE
2016_08,37.97987747192383,29.823820114135742,0,10.686589241027832,65.18682098388672,29.26459312438965,40.62861251831055,32.74307632446289,TRUE
2016_08,27.066314697265625,64.55059051513672,0,10.538881301879883,67.461151123046875,51.240814208984375,27.997642517089844,53.806453704833984,TRUE
2016_08,20.4530029296875,67.37093353271484,0,10.672272682189941,68.35218048095703,59.489253997802734,22.9105167388916,52.556392669677734,TRUE
2016_07,36.21310806274414,35.52924728393555,0,10.658382415771484,66.12217712402344,33.41204833984375,37.70392608642578,71.63194274902344,TRUE
2016_06,13.952820777893066,44.69306564331055,0,9.527936935424805,60.104427337646484,51.53683090209961,21.671232223510742,78.07368469238281,TRUE
2016_05,59.01325988769531,38.39301300048828,0,13.090825080871582,121.15636444091797,35.425437927246094,48.409420013427734,23.56561851501465,TRUE
2016_04,2.596451997756958,55.01316452026367,0,9.172186851501465,62.172019958496094,92.13164520263672,6.184667587280273,4.113740921020508,TRUE
2016_03,10.122244834899902,45.68217849731445,0,9.258184432983398,74.20284271240234,67.19884490966797,17.65578269958496,29.390613555908203,TRUE
2016_02,11.247480392456055,22.60861587524414,0,6.685609817504883,46.551788330078125,36.74432373046875,24.244335174560547,96.36551666259766,TRUE
2016_01,12.915349960327148,23.2177734375,0,6.98449182510376,60.78516387939453,52.76471710205078,22.741336822509766,51.64917755126953,TRUE
2017_01,29.888790130615234,56.42342758178711,0,12.518722534179687,117.21923828125,58.43654251098633,27.97488784790039,22.08685302734375,TRUE
2017_01,17.92665672302246,67.41021728515625,0,12.064358711242676,108.93248748779297,70.488494873046875,18.567306518554687,19.60618782043457,TRUE
2017_01,17.05927085876465,53.89687728881836,0,11.08085823059082,102.7974853515625,67.435333251953125,23.340883255004883,18.41214370727539,TRUE
2017_02,5,24,0,6,52,72.7272720336914,15.15151596069336,36.7309455871582,TRUE
2017_02,18.040752410888672,41.71061325073242,0,8.675474166870117,86.46385955810547,56.824012756347656,25.17447853088379,28.868976593017578,TRUE
2017_02,22.974634170532227,57.913238525390625,0,11.711614608764648,96.63338470458984,56.816158294677734,23.082014083862305,23.518083572387695,TRUE
2017_02,15.376982688903809,20.94245719909668,0,9,119.15179443359375,37.09442138671875,27.33572769165039,63.75712966918945,TRUE
2017_03,21.1372013092041,34.00892639160156,0,10.173035621643066,102.29877471923828,43.79006576538086,28.19225311279297,39.77296447753906,TRUE
2017_03,19.80259895324707,51.0080451965332,0,10.573501586914063,101.31983184814453,54.70608139038086,23.750577926635742,29.080659866333008,TRUE
2017_03,15.347857475280762,23.38960075378418,0,9.11617660522461,89.67577362060547,45.208553314208984,28.69286346435547,56.78828048706055,TRUE
2017_03,0,0,0,0,0,0,0,0,TRUE
2017_03,21,69,0,9,93,72.63157653808594,22.105262756347656,5.540165901184082,TRUE
2017_04,28.43956756591797,63.802772521972656,0,13.109687805175781,96.16788482666016,56.469512939453125,24.71700668334961,18.132110595703125,TRUE
2017_04,27.975961685180664,60.3267936706543,0,12.63596248626709,94.74469757080078,54.108673095703125,24.288808822631836,21.647809982299805,TRUE
2017_05,27.106651306152344,110.50752258300781,0,14.488242149353027,125.61087036132812,67.3803939819336,19.3400821685791,11.007392883300781,TRUE
2017_06,28.28804588317871,20.954410552978516,0,9.89281177520752,75.02603912353516,28.288448333740234,37.69841384887695,46.653812408447266,TRUE
2017_07,120.73419952392578,139.07972717285156,0,19.669944763183594,84.82524871826172,51.75701141357422,43.312721252441406,3.110015630722046,TRUE
2017_08,13.013751983642578,54.650962829589844,0.0386604480445385,7.352937698364258,32.43219757080078,42.550472259521484,9.1297607421875,3227.43798828125,TRUE
2017_09,46.155452728271484,75.87831115722656,0.6129423379898071,11.197688102722168,42.57362365722656,57.783782958984375,28.93614387512207,107.4815902709961,TRUE
2021_01,32.28059387207031,63.50495147705078,0,12.196366310119629,110.864990234375,51.639869689941406,27.007978439331055,24.943662643432617,TRUE
2021_02,29.828927993774414,78.28946685791016,0,13.515538215637207,88.86151885986328,63.2166748046875,22.91392707824707,13.353608131408691,TRUE
2021_02,31.09283447265625,75.1792984008789,0,13.736947059631348,100.82562255859375,61.01776885986328,23.531831741333008,13.865761756896973,TRUE
2021_03,35.527183532714844,104.74464416503906,0,15.645387649536133,109.9810562133789,69.8546142578125,23.91908836364746,4.158772945404053,TRUE
2021_04,20.619123458862305,78.5724105834961,0,13.05216121673584,73.70002746582031,72.62213134765625,15.697239875793457,8.792278289794922,TRUE
2021_05,102.24087524414062,39.093502044677734,0,12.814474105834961,75.24871063232422,26.366758346557617,58.81952667236328,12.4589204788208,TRUE
2021_06,33.52547073364258,63.5591926574707,0,11.5989351272583,87.52803802490234,59.345977783203125,29.55347442626953,15.932310104370117,TRUE
2021_07,14.994704246520996,141.0390625,0,15.603092193603516,99.46822357177734,87.32872009277344,9.2916107177734375,2.909492254257202,TRUE
2021_07,5.201216697692871,37.4939079284668,0,6.198968410491943,46.74162673950195,84.4041976928711,5.923239707946777,64.92400360107422,TRUE
2021_08,15.66085147857666,53.442352294921875,0,10.486480712890625,101.4209976196289,69.96376037597656,18.49661636352539,18.23934555053711,TRUE
2021_08,37.54289627075195,46.398719787597656,0,12.057229042053223,97.82145690917969,49.24029541015625,37.77970886230469,6.286952972412109,TRUE
2021_08,15.577950477600098,77.1622314453125,0,12.349222183227539,106.72118377685547,80.2398681640625,14.666184425354004,6.091519355773926,TRUE
2021_09,4.606484413146973,113.34683227539062,0,13.118460655212402,105.34764862060547,94.42473602294922,3.9118144512176514,3.5265936851501465,TRUE
2021_09,7.804302215576172,115.44390869140625,0,12.48692512512207,97.64081573486328,93.0474624633789,5.381822109222412,3.2289793491363525,TRUE
2021_09,4.28751802444458,121.9608383178711,0,13.532461166381836,106.42849731445312,94.73722839355469,3.46118426322937,4.223986625671387,TRUE
2021_09,2.080451250076294,121.87809753417969,0,13.057295799255371,107.70848083496094,93.87200164794922,4.751367092132568,6.347644329071045,TRUE
2021_10,39.05084991455078,105.21194458007812,1.1383734941482544,13.78117847442627,65.31542205810547,73.126922607421875,20.586454391479492,8.044333457946777,TRUE
2022_01,16.806114196777344,63.893802642822266,0,12.161090850830078,101.35443878173828,67.240570068359375,19.19129180908203,17.586286544799805,TRUE
2022_02,35.66300582885742,146.53134155273437,0,16.653989791870117,98.21150970458984,79.9154052734375,18.175098419189453,1.0533889532089233,TRUE
2022_03,18.60641098022461,36.10930252075195,0,6.338207244873047,35.31938552856445,47.920711517333984,26.0345458984375,230.4042510986328,TRUE
2022_04,40.05552673339844,92.38053894042969,0,13.617895126342773,68.246734619140625,60.38747787475586,25.097379684448242,13.101665496826172,TRUE
2020_01,113.73307037353516,87.71378326416016,0.3136843740940094,18.160547256469727,71.03514099121094,43.27454376220703,50.74943923950195,3.240858793258667,TRUE
2020_02,38.22401809692383,100.03495025634766,0.8131130337715149,13.486520767211914,108.63488006591797,73.00933837890625,23.04464340209961,3.087616443634033,TRUE
2020_03,22.132490158081055,75.67733001708984,0,9.735114097595215,48.96607971191406,62.06049728393555,19.553089141845703,188.84051513671875,TRUE
2020_04,36.78754806518555,112.26130676269531,0,14.986199378967285,87.79048919677734,74.076751708984375,22.305099487304688,2.518918514251709,TRUE
2020_04,14.435399055480957,59.53857421875,0,9.257616996765137,56.761470794677734,66.49486541748047,12.66618537902832,79.492401123046875,TRUE
2020_04,42.21257400512695,90.9576187133789,0,13.115872383117676,71.97502136230469,69.2188949584961,28.10221290588379,2.227254629135132,TRUE
2020_05,31.26351547241211,79.41001892089844,0,12.947639465332031,91.92899322509766,69.67350769042969,24.034526824951172,4.993320941925049,TRUE
2020_06,3.5776121616363525,4.724437713623047,0,1.1154720783233643,13.603196144104004,61.2193603515625,25.126665115356445,111.1861801147461,TRUE
2020_07,39.5249137878418,158.430908203125,0,16.337095260620117,97.34784698486328,73.29803466796875,18.707721710205078,7.474696636199951,TRUE
2020_08,11.806074142456055,75.311676025390625,0,10.754400253295898,76.785125732421875,75.96302795410156,12.991812705993652,12.796012878417969,TRUE
2020_09,21.61370277404785,60.02163314819336,0,10.389946937561035,68.500457763671875,65.48609924316406,23.599037170410156,9.902164459228516,TRUE
2019_01,44.948387145996094,31.976369857788086,12.997184753417969,10.22902774810791,38.221858978271484,23.570852279663086,34.76936721801758,306.43536376953125,TRUE
2019_01,49.380252838134766,20.922964096069336,20.481355667114258,11.208588600158691,40.81392288208008,18.357378005981445,31.540891647338867,100.14178466796875,TRUE
2019_01,28.249422073364258,8.736042022705078,16.043607711791992,11.808721542358398,39.01453399658203,9.815776824951172,27.39049530029297,62.116172790527344,TRUE
2019_02,99.611907958984375,78.42704010009766,0.4191894233226776,16.05820655822754,67.37645721435547,45.15961837768555,48.17601013183594,8.710585594177246,TRUE
2019_03,80.946868896484375,68.08673858642578,0,12.76891803741455,51.516204833984375,47.7374153137207,38.13791275024414,58.13389587402344,TRUE
2019_04,57.065128326416016,114.675048828125,0.10484157502651215,14.739143371582031,72.49825286865234,68.96665954589844,26.373210906982422,24.663902282714844,TRUE
2019_05,61.627586364746094,82.811126708984375,0.03505517169833183,12.456975936889648,51.228511810302734,59.730186462402344,27.596450805664063,17.67580223083496,TRUE
2019_06,16.79552459716797,89.02141571044922,0.0335313081741333,12.700822830200195,99.373046875,79.915985107421875,14.593289375305176,5.19687557220459,TRUE
2018_01,91.01517486572266,88.84773254394531,1.1164661645889282,16.38646697998047,61.966800689697266,47.662109375,43.46796417236328,4.905378341674805,TRUE
2018_02,66.917724609375,99.77692413330078,3.557511568069458,16.66048240661621,69.76057434082031,54.387977600097656,31.21644401550293,11.748356819152832,TRUE
2018_03,19.353734970092773,13.939200401306152,1.0175303220748901,3.9189789295196533,18.465476989746094,44.730037689208984,36.09520721435547,16.319597244262695,TRUE
2019_04,36.14686584472656,53.500152587890625,0,9.133703231811523,34.390995025634766,50.06492614746094,27.228984832763672,605.77166748046875,TRUE
2018_05,38.21213912963867,44.35069274902344,0,8.564302444458008,39.82822036743164,51.00944519042969,27.105636596679688,355.3721618652344,TRUE
2018_06,41.192100524902344,50.253517150878906,0,9.020977973937988,36.59770202636719,46.8909912109375,32.13921356201172,238.04696655273438,TRUE
2018_07,62.227664947509766,87.99925231933594,0,13.232574462890625,56.971988677978516,61.677276611328125,33.93984603881836,8.456168174743652,TRUE
2018_08,63.576560974121094,127.50426483154297,0,15.35623836517334,70.01905059814453,68.0576400756836,27.68618392944336,4.809898376464844,TRUE
2018_10,36.403419494628906,92.95452117919922,0,12.254501342773437,56.538509368896484,65.97924041748047,24.905078887939453,46.67353057861328,TRUE
2018_11,97.47745513916016,68.84162902832031,0,14.210650444030762,54.71653366088867,40.464168548583984,48.362178802490234,8.131946563720703,TRUE
2018_11,65.22771453857422,89.51800537109375,0,15.260119438171387,75.93275451660156,51.374629974365234,32.34895706176758,168.3997039794922,TRUE
2018_11,53.796485900878906,62.0543327331543,0,12.064164161682129,58.43748092651367,47.266387939453125,33.793617248535156,25.212629318237305,TRUE
2018_12,51.61476516723633,96.38899993896484,0,13.640596389770508,63.47822570800781,57.4597282409668,28.914289474487305,21.552961349487305,TRUE
2018_13,7.583895683288574,56.78194046020508,0,7.669703006744385,59.40683364868164,78.68183898925781,15.025657653808594,112.04753875732422,TRUE
2018_14,6.26832914352417,44.2333869934082,0,9.165592193603516,96.82098388671875,83.55216979980469,9.404350280761719,25.966596603393555,TRUE
2018_15,14.729166984558105,80.76642608642578,0,12.127197265625,86.07696533203125,80.884521484375,12.2432279586792,7.242284297943115,TRUE
2018_16,48.660552978515625,90.1889877319336,0,14.778553009033203,98.841552734375,63.32777404785156,30.077085494995117,3.3289170265197754,TRUE
2018_17,46.12469482421875,81.651763916015625,0,13.948121070861816,79.523590087890625,56.43968963623047,29.375585556030273,5.432706356048584,TRUE
2018_18,9.629003524780273,62.1510124206543,0,6.900635242462158,44.75741958618164,83.63790130615234,10.714635848999023,18.238096237182617,TRUE
2018_19,33.44023895263672,122.57781219482422,0,14.821213722229004,85.52210998535156,74.27752685546875,22.306364059448242,2.682854175567627,TRUE
2018_20,34.624149322509766,50.955501556396484,0,12.128643989562988,124.30630493164062,51.82916259765625,33.79755401611328,40.309791564941406,TRUE
2018_20,39.151580810546875,48.258140563964844,0,12.372044563293457,124.91596984863281,48.69717788696289,35.96396255493164,17.337141036987305,TRUE
2018_21,6.896699905395508,52.620723724365234,0,6.450224876403809,44.466949462890625,67.0932846069336,9.801752090454102,369.89190673828125,TRUE
2018_22,49.335018157958984,110.41641998291016,0,13.19906997680664,81.532745361328125,64.55717468261719,23.25191879272461,24.591276168823242,TRUE
2018_23,51.281463623046875,96.29999542236328,0,13.238547325134277,86.30656433105469,58.327857971191406,29.424924850463867,43.88473129272461,TRUE
2018_24,116.82571411132812,31.346290588378906,0,12.629039764404297,62.71721267700195,21.65416145324707,53.48020935058594,25.554119110107422,TRUE
2018_25,32.37514877319336,53.94021987915039,0,10.19961166381836,122.20064544677734,60.741241455078125,26.391895294189453,32.035579681396484,TRUE
2018_26,53.901729583740234,85.52577209472656,0,12.698405265808105,73.43162536621094,62.96043014526367,28.58956527709961,20.372936248779297,TRUE
2018_27,56.163414001464844,119.0339126586914,0,14.875378608703613,93.93518829345703,68.53125,25.90875816345215,4.3912811279296875,TRUE
2018_28,24.071657180786133,68.03941345214844,0,10.54175090789795,76.67577362060547,65.132720947265625,27.444067001342773,13.321253776550293,TRUE
2018_29,18.282901763916016,25.29340934753418,0,7.5211968421936035,66.25328826904297,34.8881721496582,36.94684982299805,222.17921447753906,TRUE
2018_30,18.280046463012695,17.051544189453125,0,6.752696990966797,61.67512893676758,21.611143112182617,38.343223571777344,157.80679321289062,TRUE
2018_31,11.341405868530273,48.587337493896484,0,8.511685371398926,55.038658142089844,70.8791275024414,14.591931343078613,66.30034637451172,TRUE
2018_32,23.21803855895996,59.991695404052734,0,11.209310531616211,89.68875885009766,69.34851837158203,22.34499168395996,17.17743682861328,TRUE
2018_33,1.8318099975585937,34.07807922363281,0,4.040303707122803,23.1752986907959,93.02887725830078,2.6298182010650635,58.818397521972656,TRUE
2018_34,14.329607009887695,72.27101135253906,0,10.563937187194824,68.66227722167969,75.88050079345703,13.682775497436523,15.242823600769043,TRUE
2018_35,15.424064636230469,61.41947555541992,0,11.420744895935059,90.99304962158203,71.58592987060547,16.61324691772461,21.985088348388672,TRUE
2018_36,5.1903839111328125,22.21887969970703,0,5.885868549346924,59.15673065185547,65.28404235839844,16.05921745300293,74.56938171386719,TRUE
2018_37,19.960559844970703,51.0995979309082,0,10.430511474609375,91.09321594238281,55.48372268676758,24.556591033935547,36.96467208862305,TRUE
2018_38,14.44963550567627,46.4494743347168,0,10.09188461303711,96.99207305908203,55.14702606201172,21.76185417175293,40.71558380126953,TRUE
2018_38,16.993043899536133,72.54792022705078,0,12.190190315246582,92.16284942626953,64.97313690185547,18.0926570892334,19.537200927734375,TRUE
2018_39,5.318780422210693,12.455649375915527,0,6.832449913024902,32.93574905395508,22.01289176940918,11.543133735656738,86.05037689208984,TRUE
2018_39,3.8045413494110107,14.021410942077637,0,6.710434913635254,29.884601593017578,22.42131805419922,7.654278755187988,50.03529739379883,TRUE
